"Código OACI","CIAD","Id to Tipo de Uso","Nome","Município","UF","Longitude","Latitude","Altitude","Operação Diurna","Operação Noturna","Designação 1","Comprimento 1","Largura 1","Resistência 1","Superfície 1","Designação 2","Comprimento 2","Largura 2","Resistência 2","Superfície 2","Portaria de Registro","Link Portaria"
"","MT1001",1,"AERÓDROMO PCH PARECIS","CAMPOS DE JÚLIO","MT","059°00'08,1""W","13°04'27,7""S","439 m","VFR","Sem Operação","","1438 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.760.pdf","PA2024-13.760"
"","PA0279",1,"Aldeia Ananapiare","ALMEIRIM","PA","054°25'05""W","00°37'15""N","238 m","VFR","Sem Operação","","500 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6414.pdf","PA2021-6414"
"","MS0726",1,"FAZENDA SÃO FRANCISCO DA NHECOLÂNDIA","CORUMBÁ","MS","056°54'19""W","18°47'37""S"," m","VFR","Sem Operação","","800 m","18 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.724.pdf","PA2023-12.724"
"","MT0967",1,"FAZENDA AGROCONDOR I","NOVA MONTE VERDE","MT","057°21'23""W","09°54'07""S"," m","VFR","Sem Operação","","600 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.914.pdf","PA2023-12.914"
"SDND","SP0125",1,"Fazenda Nova Damasco","NARANDIBA","SP","051°31'47""W","22°28'56""S","430 m","VFR","Sem Operação","","600 m","23 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2013-2997.pdf","PA2013-2997"
"","MT0979",1,"ASL - Fazenda São Francisco","PARANATINGA","MT","054°29'14""W","13°20'42""S","454 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-13.101.pdf","PA2023-13.101"
"","BA0437",1,"GERALDO ALONSO FILHO","BARRA","BA","043°12'20""W","11°11'24""S","410 m","","","","1500 m","30 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.331.pdf","PA2023-12.331"
"SBOK","MT0654",1,"Fazenda São Vicente","LUCAS DO RIO VERDE","MT","055°58'30""W","13°17'26""S","430 m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2839.pdf","PA2020-2839"
"SIZC","BA0100",1,"Fazenda Cachoeira do Café","FORMOSA DO RIO PRETO","BA","045°36'50""W","11°16'25""S","763 m","VFR","Sem Operação","","1200 m","25 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0331.pdf","PA2015-0331"
"SWRY","MT0393",1,"Fazenda Santa Maria","PORTO ESTRELA","MT","057°29'00""W","15°44'30""S","143 m","VFR","Sem Operação","","1200 m","30 m","5200 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8260.pdf","PA2022-8260"
"SNYH","PA0114",1,"Fazenda Vale Sereno","CUMARU DO NORTE","PA","051°10'21""W","08°42'02""S","334 m","","","","1400 m","23 m","5700 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7604.pdf","PA2022-7604"
"SSON","MS0315",1,"Fazenda Joalice","TACURU","MS","055°01'29""W","23°47'14""S","404 m","","","","700 m","25 m","4500 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-6904.pdf","PA2022-6904"
"","MS0544",1,"Fazenda Paraíso","DOURADOS","MS","055°22'33""W","22°05'38""S","525 m","VFR","Sem Operação","","900 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3227.pdf","PA2020-3227"
"","MT0947",1,"FAZENDA LINCE","TESOURO","MT","053°28'37""W","15°58'20""S","598 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.239.pdf","PA2023-12.239"
"","PA0249",1,"Maria Clara","PONTA DE PEDRAS","PA","048°48'50""W","01°22'35""S"," m","VFR","Sem Operação","","600 m","18 m","2500 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4176.pdf","PA2021-4176"
"","MS0609",1,"FAZENDA LETICIA","RIO VERDE DE MATO GROSSO","MS","054°49'00""W","18°47'05""S"," m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7194.pdf","PA2022-7194"
"","RR0135",1,"FAZENDA CAJUEIRO","BOA VISTA","RR","060°59'38""W","02°56'14""N","88 m","","","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.111.pdf","PA2023-12.111"
"SSBT","MS0250",1,"Fazenda Santa Ilídia","BATAYPORÃ","MS","053°05'42""W","22°19'30""S","287 m","VFR","Sem Operação","","800 m","18 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2013-3238.pdf","PA2013-3238"
"SWJU","TO0053",1,"Fazenda Mundo Novo","DUERÉ","TO","049°29'34,4""W","11°32'36,5""S","230 m","VFR","Sem Operação","","1300 m","18 m","13/F/B/Y/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-1861.pdf","PA2019-1861"
"SNZC","MS0241",1,"Fazenda Cervinho","AQUIDAUANA","MS","055°37'31""W","19°39'38""S","120 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2817.pdf","PA2014-2817"
"SIKQ","MT0102",1,"Fazenda Sararé","CONQUISTA D'OESTE","MT","059°20'46""W","14°47'18""S","282 m","VFR","Sem Operação","","700 m","18 m","8/F/C/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10370.pdf","PA2023-10370"
"SWSL","MT0399",1,"Aviação Estrela Bôscoli","LUCAS DO RIO VERDE","MT","056°02'56""W","13°19'24""S","430 m","VFR","Sem Operação","","1300 m","23 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.937.pdf","PA2023-12.937"
"SSMI","MT0297",1,"Fazenda São Miguel","CAMPO VERDE","MT","054°58'48""W","15°21'33""S","673 m","VFR","Sem Operação","","1100 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-0792.pdf","PA2018-0792"
"","MT0155",1,"Fazenda Flor de Liz","GAÚCHA DO NORTE","MT","053°00'13""W","13°03'40""S","368 m","VFR","Sem Operação","","1200 m","25 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3672.pdf","PA2020-3672"
"","PI0103",1,"FAZENDA CABECEIRAS DA TRASNCERRADO","PALMEIRA DO PIAUÍ","PI","044°32'03""W","08°26'52""S","584 m","","","","1300 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9579.pdf","PA2022-9579"
"SWOX","SP0279",1,"Fazenda Pixoxó","SÃO CARLOS","SP","047°52'58""W","21°46'48""S","628 m","VFR","Sem Operação","","900 m","20 m","5700 Kg /   0,50 MPa","Concreto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-0373.pdf","PA2017-0373"
"SIME","MA0023",1,"Globo Aviação Agrícola","DAVINÓPOLIS","MA","047°25'41""W","05°35'01""S","149 m","","","","1200 m","20 m","5700 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.014.pdf","PA2023-12.014"
"SIRA","MT0122",1,"FAZENDA IRACEMA","CÁCERES","MT","058°05'46""W","16°04'46""S","163 m","VFR","Sem Operação","","900 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-3285.pdf","PA2017-3285"
"","SP1443",1,"Fazenda Perobas","TANABI","SP","049°38'22""W","20°39'44""S","551 m","VFR","Sem Operação","","800 m","18 m","5000 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9305.pdf","PA2022-9305"
"","MT0516",1,"Fazenda Eldorado","SÃO JOSÉ DO XINGU","MT","052°22'17""W","10°49'23""S"," m","VFR","Sem Operação","","1400 m","20 m","8/F/A/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3209.pdf","PA2020-3209"
"SNCY","AL0006",1,"Campo da Praia","CORURIPE","AL","036°17'07""W","10°13'22""S","42 m","VFR","Sem Operação","","700 m","18 m","3000 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9113.pdf","PA2022-9113"
"SWTK","MT0408",1,"Fazenda Santa Maria do Guaporé","VILA BELA DA SANTÍSSIMA TRINDADE","MT","060°16'48""W","14°11'58""S","213 m","","","","1000 m","20 m","5000 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7979.pdf","PA2022-7979"
"SNSK","SP0238",1,"Central Ferraz","HERCULÂNDIA","SP","050°18'31""W","21°52'09""S","498 m","VFR","VFR","","1000 m","18 m","7/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2290.pdf","PA2020-2290"
"","PA0317",1,"AERÓDROMO FAZENDA SÃO GERALDO II","GOIANÉSIA DO PARÁ","PA","049°11'01""W","04°02'13""S"," m","VFR","Sem Operação","","900 m","20 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6548.pdf","PA2021-6548"
"","PA0367",1,"FAZENDA VALE DO PARAÍSO","BANNACH","PA","050°39'24""W","07°42'35""S","426 m","VFR","Sem Operação","","1500 m","20 m","8/F/B/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.522.pdf","PA2023-12.522"
"SIWU","MS0412",1,"Fazenda São Sebastião","AQUIDAUANA","MS","056°24'42,1""W","19°21'31,3""S","106 m","VFR","Sem Operação","","800 m","25 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-0084.pdf","PA2019-0084"
"SNFJ","PA0090",1,"Pousada Thaimaçu","JACAREACANGA","PA","056°35'31""W","09°03'31""S","189 m","VFR","Sem Operação","","1300 m","19 m","5700 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.775.pdf","PA2024-13.775"
"SNJV","MG0153",1,"Fazenda Santa Mônica","SÃO JOÃO DA PONTE","MG","043°44'18""W","15°59'54""S","516 m","VFR","Sem Operação","","1600 m","18 m","15/F/A/Y/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4403.pdf","PA2021-4403"
"","MS0616",1,"Fazenda Jaraguá","AQUIDAUANA","MS","055°17'19""W","19°31'53""S","190 m","VFR","Sem Operação","","800 m","18 m","4000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9957.pdf","PA2022-9957"
"SJMO","RR0075",1,"Santa Isabel","PACARAIMA","RR","060°51'45""W","04°28'12""N","364 m","VFR","Sem Operação","","600 m","25 m","4000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2012-2874.pdf","PA2012-2874"
"SITM","SP1268",1,"Fazenda Bela Vista","PANORAMA","SP","051°53'40""W","21°25'03""S","273 m","","","","970 m","18 m","5600 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-3167.pdf","PA2019-3167"
"","MS0588",1,"Fazenda Xerez","BELA VISTA","MS","056°42'25""W","21°55'24""S","292 m","","","","850 m","25 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5902.pdf","PA2021-5902"
"","BA0428",1,"Fazenda Integrada","CORRENTINA","BA","046°02'19""W","13°47'36""S","926 m","VFR","Sem Operação","","1200 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.494.pdf","PA2023-12.494"
"SNHX","MS0208",1,"Fazenda Central","AQUIDAUANA","MS","056°11'36""W","19°24'57""S","115 m","VFR","Sem Operação","","600 m","20 m","6/F/B/X/U","Areia","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-2591.pdf","PA2017-2591"
"SWLL","BA0181",1,"Fazenda Liberdade","CORRENTINA","BA","045°24'54""W","13°37'36""S","784 m","VFR","VFR","","1000 m","18 m","6/F/B/Z/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-3106.pdf","PA2018-3106"
"SSIC","MS0286",1,"APLIC Aviação Agrícola LTDA","DOURADOS","MS","054°49'28""W","22°18'24""S","428 m","VFR","Sem Operação","","750 m","23 m","5600 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-0761.pdf","PA2014-0761"
"","PA0329",1,"Fazenda Bom Jesus","VISEU","PA","046°46'11""W","01°41'52""S","87 m","","","","900 m","18 m","4000 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7066.pdf","PA2022-7066"
"SDAJ","MS0022",1,"Fazenda Recanto","JATEÍ","MS","054°05'41""W","22°35'44""S","382 m","VFR","Sem Operação","","1100 m","50 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7598.pdf","PA2022-7598"
"","PB0035",1,"CONDOMÍNIO AERONÁUTICO JW","SANTA RITA","PB","034°58'07""W","07°14'12""S"," m","VFR","Sem Operação","","800 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8931.pdf","PA2022-8931"
"SSZX","MT0633",1,"Fazenda Ranchinho do Guaporé","PONTES E LACERDA","MT","059°55'33""W","15°41'52""S","210 m","VFR","Sem Operação","","600 m","18 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-3704.pdf","PA2019-3704"
"","MT0941",1,"FAZENDA VEDANA","VERA","MT","055°25'02""W","12°21'49""S","379 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.089.pdf","PA2023-12.089"
"SWAS","SP0270",1,"Usina Açucareira Santo Antônio","SERTÃOZINHO","SP","047°56'52""W","21°07'16""S","598 m","VFR","Sem Operação","","600 m","18 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.467.pdf","PA2023-10.467"
"SDFF","AM0027",1,"Fazenda Fusão","LÁBREA","AM","067°18'18""W","09°34'06,1""S","174 m","VFR","Sem Operação","","600 m","18 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.434.pdf","PA2023-12.434"
"","MT0762",1,"Fazenda Santa Helena","ITIQUIRA","MT","054°26'38""W","17°18'22""S","568 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5762.pdf","PA2021-5762"
"","GO0349",1,"Fazenda ETF Agro","JUSSARA","GO","051°29'37""W","15°04'22""S"," m","VFR","Sem Operação","","1190 m","23 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7825.pdf","PA2022-7825"
"","MT0814",1,"FAZENDA LANDI","BARÃO DE MELGAÇO","MT","055°39'36""W","16°58'43""S","143 m","VFR","Sem Operação","","900 m","18 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9069.pdf","PA2022-9069"
"SWXX","MG0209",1,"Fazenda Canadá","UBERLÂNDIA","MG","048°25'22,5""W","18°51'42,6""S","853 m","VFR","Sem Operação","","1200 m","20 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.732.pdf","PA2023-10.732"
"SJFF","SP0207",1,"Frigo Estrela","ESTRELA D'OESTE","SP","050°24'40,1""W","20°17'44,5""S","483 m","VFR","VFR","","1070 m","23 m","12/F/C/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4187.pdf","PA2021-4187"
"SJDS","CE0018",1,"Dias Branco","EUSÉBIO","CE","038°29'21""W","03°55'02""S","46 m","VFR","VFR","","1800 m","32 m","26/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4821.pdf","PA2021-4821"
"","RS0199",1,"Condomínio Aeronáutico Fênix","PANAMBI","RS","053°31'21""W","28°14'37""S","465 m","VFR","Sem Operação","","610 m","30 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8736.pdf","PA2022-8736"
"","MT0971",1,"FAZENDA TRÊS PINHEIROS","LUCAS DO RIO VERDE","MT","056°03'41""W","12°52'52""S"," m","VFR","Sem Operação","","1600 m","23 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.757.pdf","PA2023-12.757"
"","MT0771",1,"FAZENDA SÃO PAULO","ALTO ARAGUAIA","MT","053°43'57""W","17°45'50""S","682 m","","","","600 m","18 m","5000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9527.pdf","PA2022-9527"
"SDCD","SP0082",1,"Catanduva","CATANDUVA","SP","048°59'17""W","21°08'55""S","561 m","VFR","VFR","","985 m","20 m","15/F/C/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4191.pdf","PA2021-4191"
"SWOQ","PI0044",1,"Fazenda Vista Verde","PALMEIRA DO PIAUÍ","PI","044°23'05""W","08°29'30""S","593 m","VFR","Sem Operação","","1100 m","18 m","5000 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-3533.pdf","PA2017-3533"
"SSXT","SP0262",1,"Cristal","BORÁ","SP","050°29'35""W","22°10'56""S","426 m","VFR","Sem Operação","","800 m","20 m","3000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1641.pdf","PA2015-1641"
"","TO0124",1,"FAZENDA SANTA MARIA DO PALMAS","ARRAIAS","TO","047°05'50""W","12°21'55""S"," m","VFR","Sem Operação",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.378.pdf","PA2023-11.378"
"","MG0495",1,"ARENA FLY","UBERLÂNDIA","MG","048°20'03""W","19°01'11""S","853 m","VFR","Sem Operação","","400 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5116.pdf","PA2021-5116"
"","MT0985",1,"C&A - Fazenda Chapadão do Verde","SORRISO","MT","055°53'06,13""W","12°35'55,33""S","390 m","VFR","Sem Operação","","1300 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-13.335.pdf","PA2023-13.335"
"SNVP","MG0319",1,"Fazenda Paraíso","VÁRZEA DA PALMA","MG","044°57'16""W","17°34'55""S"," m","VFR","Sem Operação","","1000 m","23 m","5400 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-0834.pdf","PA2020-0834"
"SITX","MS0132",1,"Fazenda Estrela do Sul","RIO BRILHANTE","MS","054°05'08""W","21°47'37""S","301 m","","","","800 m","18 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.717.pdf","PA2023-10.717"
"SWFZ","TO0058",1,"Fazenda Galiléia","ALMAS","TO","047°08'46""W","11°33'40""S","466 m","VFR","Sem Operação","","900 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-0753.pdf","PA2020-0753"
"SNOG","RN0008",1,"Ceará Mirim","CEARÁ-MIRIM","RN","035°24'49""W","05°39'41,3""S","52 m","VFR","Sem Operação","","1200 m","20 m","5600 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2612.pdf","PA2014-2612"
"SBOM","MT0644",1,"Fazenda Santa Maria","LAMBARI D'OESTE","MT","057°40'55""W","15°22'38""S","192 m","VFR","Sem Operação","","1000 m","20 m","8/F/B/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2563.pdf","PA2020-2563"
"SDKO","SP0117",1,"Fazenda Campo Grande","COLÔMBIA","SP","048°47'19""W","20°15'28""S","558 m","VFR","Sem Operação","","1500 m","23 m","12/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4630.pdf","PA2021-4630"
"SJUB","MT0225",1,"Fazenda Rio Azul","VILA BELA DA SANTÍSSIMA TRINDADE","MT","060°13'09""W","15°11'00""S","297 m","VFR","Sem Operação","","900 m","20 m","5000 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8278.pdf","PA2022-8278"
"","BA0416",1,"FAZENDA NOVA ALIANÇA","FORMOSA DO RIO PRETO","BA","045°37'34""W","10°47'49""S","765 m","VFR","Sem Operação","","1200 m","20 m","5700 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-13.034.pdf","PA2023-13.034"
"","MG0595",1,"Fazenda Guará","MORADA NOVA DE MINAS","MG","045°15'33""W","18°52'11""S","613 m","VFR","Sem Operação","","1020 m","23 m","5500 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.966.pdf","PA2023-11.966"
"","SC0184",1,"Do Porto","PORTO UNIÃO","SC","051°01'44""W","26°16'02""S","751 m","VFR","Sem Operação","","530 m","18 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5205.pdf","PA2021-5205"
"SJRP","MT0481",1,"Grupo Pronorte","MARCELÂNDIA","MT","054°31'55""W","11°05'21""S","311 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-3788.pdf","PA2018-3788"
"","AM0112",1,"Autazes","AUTAZES","AM","059°07'34""W","03°35'54""S","21 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.624.pdf","PA2023-11.624"
"","PA0254",1,"ALDEIA MATAWARÉ","ALMEIRIM","PA","055°07'21""W","01°57'04""N","330 m","VFR","Sem Operação","","600 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6424.pdf","PA2021-6424"
"SDAR","MT0030",1,"Fazenda Agrovera","PORTO DOS GAÚCHOS","MT","056°16'27""W","11°53'44""S","368 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2989.pdf","PA2020-2989"
"SWAR","MT0327",1,"Fazenda Aruanã","RIBEIRÃO CASCALHEIRA","MT","051°35'16""W","13°04'52""S","295 m","VFR","Sem Operação","","1200 m","30 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11321.pdf","PA2023-11321"
"SIGN","GO0048",1,"ACGC","MIMOSO DE GOIÁS","GO","048°13'56""W","15°02'43""S","26 m","VFR","Sem Operação","","1140 m","30 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-2660.pdf","PA2015-2660"
"","MT0837",1,"Fazenda San Francisco","CANARANA","MT","052°50'23""W","13°20'14""S","403 m","VFR","Sem Operação","","1300 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8382.pdf","PA2022-8382"
"SWAV","GO0116",1,"Fazenda Vale dos Sonhos","PALESTINA DE GOIÁS","GO","051°26'44""W","16°47'31""S","797 m","VFR","Sem Operação","","991 m","25 m","5000 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.904.pdf","PA2023-12.904"
"","MS0675",1,"Fazenda Nova Estrela","ANTÔNIO JOÃO","MS","055°45'11""W","22°08'51""S","609 m","VFR","Sem Operação","","900 m","20 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.473.pdf","PA2023-11.473"
"","SP0039",1,"Lucélia","LUCÉLIA","SP","051°01'06""W","21°44'58""S","445 m","","","","900 m","23 m","5600 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9136.pdf","PA2022-9136"
"SJLA","RR0046",1,"Flechal","UIRAMUTÃ","RR","060°17'31""W","04°39'41""N","606 m","VFR","Sem Operação","","700 m","20 m","4000 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2012-2846.pdf","PA2012-2846"
"SSTA","MS0333",1,"Fazenda Santa Cecília II","CORUMBÁ","MS","056°05'58""W","18°08'41""S","135 m","","","","950 m","18 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9150.pdf","PA2022-9150"
"SIGX","MT0095",1,"Fazenda Gairova","JUARA","MT","058°14'15""W","11°12'01""S","246 m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10627.pdf","PA2023-10627"
"SWAE","RR0106",1,"Uaicas","ALTO ALEGRE","RR","063°10'56""W","03°32'42""N","330 m","VFR","Sem Operação","","800 m","30 m","3/F/B/Z/U","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1596.pdf","PA2015-1596"
